cellId,flooded,permWater,clearPerc,eventId,dfoMainCause,dfoSeverity,elevationM,slopeDegrees,flowAccumulation,topographicWetnessIndex,landCoverClass,imperviousPct,distanceToWaterM,distanceToRoadM,femaSfha,relativeElevationZ
cell-028-018,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,5.512720584869385,4.652564525604248,1.0,3.0858592708814196,21,9,61.284411275764576,0.0,True,-0.527
cell-028-019,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,0.3129432499408722,0.5130571126937866,3.0,5.351993696665075,21,7,15.364587529562412,0.0,True,-0.862
cell-028-020,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,0.18425188958644867,0.08977601677179337,1.0,5.152755879223787,21,6,29.72929769568145,0.0,True,-0.87
cell-028-021,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,6.8516058921813965,2.5648038387298584,2.0,4.002783223007451,22,40,36.883541262610485,0.0,True,-0.441
cell-028-022,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.083876132965088,1.0281176567077637,4.0,5.186920414914734,21,7,122.52530658516675,0.0,False,-0.426
cell-028-023,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,6.999573707580566,1.0751692056655884,80.0,7.942960031112202,21,9,220.16199901439913,0.0,False,-0.432
cell-028-024,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.4295654296875,0.6896383762359619,1.0,4.508177765479509,21,8,289.06603034163805,0.0,False,-0.275
cell-028-025,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,6.486140727996826,0.8291215300559998,1.0,4.403376502978024,21,17,285.34747336898,0.0,False,-0.465
cell-028-026,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,6.448667049407959,4.06213903427124,4.0,4.122537554459539,21,12,290.371859788972,0.0,False,-0.467
cell-028-027,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.437345027923584,0.47740665078163147,54.0,8.006412413023073,24,80,308.7079640032181,0.0,False,-0.597
cell-028-028,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.331405162811279,1.2496460676193237,2.0,4.546464354697556,22,26,215.18328028611796,0.0,True,-0.603
cell-028-029,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,3.797606945037842,1.1976467370986938,3.0,4.863101735501751,23,55,116.55229429202154,0.0,True,-0.638
cell-029-008,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.365418434143066,4.80877685546875,3.0,3.7494088285189084,22,33,522.2193032491058,0.0,False,-0.15
cell-029-009,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.344628810882568,6.787115097045898,8.0,4.245053499913273,21,7,483.04037448066987,0.0,False,-0.409
cell-029-010,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.635424613952637,0.508513331413269,3.0,5.35618672026245,23,69,415.6170510805677,0.0,False,-0.584
cell-029-011,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.928596496582031,6.992781162261963,17.0,4.910362722680785,23,60,315.61705108056776,0.0,False,-0.307
cell-029-012,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.41387939453125,4.869731903076172,5.0,4.143554740483417,24,93,215.61705108056776,0.0,False,-0.083
cell-029-013,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,17.787437438964844,1.7420331239700317,1.0,3.9017363874266775,23,54,115.61705108056776,0.0,False,0.263
cell-029-014,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.95361328125,6.166006565093994,2.0,3.2353905761483275,23,59,15.617051080567762,0.0,True,-0.306
cell-029-015,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,1.086492657661438,0.8007087707519531,160.0,8.812109886523203,22,45,0.0,0.0,True,-0.812
cell-029-016,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,2.816333293914795,1.9887497425079346,1.0,3.800388135637567,22,21,0.0,0.0,True,-0.701
cell-029-017,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,0.6418760418891907,0.2170030176639557,1.0,4.977144762719346,21,6,0.0,0.0,True,-0.841
cell-029-018,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,2.1598644256591797,1.9428915977478027,1.0,3.818467626885511,21,6,54.91037889127619,2.7089181000429723,True,-0.743
cell-029-019,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,3.6186227798461914,11.222949981689453,2.0,2.6668044596672926,22,34,0.0,0.0,True,-0.649
cell-029-020,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-0.02185271494090557,0.3043321967124939,6.0,6.125051512268302,22,34,0.0,0.0,True,-0.884
cell-029-021,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,6.057257652282715,3.8900489807128906,23.0,5.729117264759313,22,37,16.480143057648093,0.0,True,-0.492
cell-029-022,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.483036518096924,0.8331155180931091,3.0,5.093678650318813,21,16,116.48014305764809,0.0,False,-0.4
cell-029-023,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.184603691101074,2.782790184020996,8.0,5.034124363470325,21,11,216.4801430576481,0.0,False,-0.355
cell-029-024,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.605386734008789,1.3994638919830322,20.0,6.413346274549122,21,11,191.02270865966906,0.0,False,-0.328
cell-029-025,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,5.920309066772461,1.4543476104736328,2.0,4.4399776204420425,21,15,185.34747336898,0.0,False,-0.501
cell-029-026,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,3.769897222518921,2.3612682819366455,12.0,5.536276842697738,21,5,192.9930627859728,0.0,True,-0.64
cell-029-027,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.398542881011963,0.8568829298019409,6.0,5.636529395789029,22,48,209.08182836532592,0.0,True,-0.599
cell-029-028,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.387545108795166,0.5653284192085266,1.0,4.611834183603707,23,65,219.56856560233922,0.0,True,-0.6
cell-029-029,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.338742256164551,1.3506096601486206,2.0,4.4925277351673705,22,37,150.1374417154655,0.0,True,-0.603
cell-030-008,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.707225799560547,3.017810821533203,2.0,3.867695257578357,21,17,459.3952323357919,0.0,False,-0.322
cell-030-009,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.872915744781494,7.6907429695129395,3.0,3.317034590996554,22,31,477.28707624148177,0.0,False,-0.375
cell-030-010,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,13.047213554382324,10.223783493041992,2.0,2.757466469608849,21,10,416.01128127699087,0.0,False,-0.042
cell-030-011,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.174397468566895,1.2215203046798706,6.0,5.409319767863065,23,79,316.13600860011195,0.0,False,-0.163
cell-030-012,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,10.7508544921875,1.6203432083129883,2.0,4.361234611100474,23,50,216.37598230278823,0.0,False,-0.19
cell-030-013,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.221407890319824,1.324434757232666,3.0,4.793916393871404,24,94,117.02630260493993,0.0,False,-0.288
cell-030-014,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,10.866326332092285,11.648330688476562,2.0,2.630396056362171,23,54,21.364989383413135,0.0,False,-0.183
cell-030-015,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,6.8986077308654785,4.959784507751465,3.0,3.72159439892183,23,56,4.904303529299796,0.0,True,-0.438
cell-030-016,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,3.6488475799560547,7.231503486633301,38.0,5.652153544387543,22,22,32.88986560555091,0.0,True,-0.647
cell-030-017,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,1.7252082824707031,1.1483843326568604,14.0,6.213083528791128,21,13,57.917999585159116,0.0,True,-0.771
cell-030-018,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,2.7439751625061035,1.6904046535491943,17.0,6.121530508649683,22,20,79.81005191033272,0.0,True,-0.706
cell-030-019,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,5.313359260559082,7.467130184173584,2.0,3.0571191045016004,22,40,29.817250879595296,0.0,True,-0.54
cell-030-020,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.021484851837158,3.932922124862671,23.0,5.719525162576417,21,9,4.458331402391195,0.0,True,-0.623
cell-030-021,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.026261329650879,1.789085030555725,5.0,4.980213337414367,22,23,29.455069040530436,0.0,False,-0.301
cell-030-022,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.031579494476318,1.0974047183990479,4.0,5.144543859399047,22,21,124.1139115950072,0.0,False,-0.429
cell-030-023,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.841764450073242,0.8277562856674194,1.0,4.404350850975903,22,22,150.82197726827854,0.0,False,-0.248
cell-030-024,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.109180450439453,1.5283175706863403,1.0,3.998657154820974,21,15,97.05761458989606,0.0,False,-0.36
cell-030-025,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,5.418310165405273,1.1006633043289185,1.0,4.226303624726195,22,27,85.34747336897999,0.0,True,-0.533
cell-031-008,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.947277069091797,0.5037381649017334,5.0,5.766077373164704,22,42,361.41772817185955,0.0,False,-0.306
cell-031-009,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,14.42638111114502,3.822507858276367,3.0,3.9526561834310145,22,31,381.21484991194774,0.0,False,0.047
cell-031-010,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,14.794073104858398,4.079648017883301,2.0,3.6079280876936046,22,39,423.06857066701156,0.0,False,0.07
cell-031-011,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,14.498861312866211,5.017256259918213,2.0,3.4235231979091387,23,53,336.644285036412,0.0,False,0.051
cell-031-012,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.505526542663574,0.5208784937858582,121.0,8.762543847608471,23,50,244.7003712341735,0.0,False,-0.27
cell-031-013,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.846062660217285,2.0288634300231934,7.0,5.171130810265711,24,91,162.0283363639554,0.0,False,-0.313
cell-031-014,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.448824882507324,1.6110624074935913,3.0,4.6531595462765525,24,81,108.18716155221378,0.0,False,-0.338
cell-031-015,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,10.149459838867188,2.080101490020752,3.0,4.458463286491637,23,56,104.9043035292998,0.0,False,-0.229
cell-031-016,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.44326400756836,6.1590576171875,1.0,2.830965502707419,23,55,120.09127653138718,0.0,False,-0.145
cell-031-017,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.8459086418151855,7.613889694213867,1.0,2.6333469993705756,21,12,157.91799958515912,0.0,True,-0.57
cell-031-018,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.425352096557617,3.0023155212402344,3.0,4.159710618932995,21,6,162.0753004933898,0.0,False,-0.082
cell-031-019,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.702696323394775,0.6850154399871826,107.0,8.500830424106057,22,45,112.98559441825581,0.0,False,-0.386
cell-031-020,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,10.299116134643555,1.2161412239074707,12.0,6.031362061562449,21,8,104.4583314023912,0.0,False,-0.219
cell-031-021,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.618805408477783,3.2534189224243164,31.0,6.171129948697764,21,4,115.90279649912304,0.0,False,-0.392
cell-031-022,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.958293914794922,2.754065990447998,3.0,4.2318052413003215,22,26,169.9222667729183,0.0,False,-0.37
cell-031-023,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.2440767288208,2.079922914505005,3.0,4.458530684146755,22,28,105.73230428347728,0.0,False,-0.287
cell-031-024,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,6.499700546264648,1.6971287727355957,1.0,3.9213374963746377,22,22,9.542999962571148,0.0,True,-0.464
cell-031-025,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,3.2164862155914307,2.283766984939575,170.0,8.139791137550823,22,32,0.0,0.0,True,-0.675
cell-032-007,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,13.455775260925293,1.284690499305725,3.0,4.815094136025182,24,88,251.98978430951126,0.0,False,-0.016
cell-032-008,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,14.119776725769043,11.227117538452148,2.0,2.6664418299135475,22,36,263.0291176786257,0.0,False,0.027
cell-032-009,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,15.429713249206543,4.486673355102539,1.0,3.1182652571163705,22,41,287.8308017562325,0.0,False,0.111
cell-032-010,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.758319854736328,3.045423746109009,9.0,5.063992029619379,22,44,338.5175967589445,0.0,False,-0.125
cell-032-011,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,10.63077163696289,1.1545372009277344,2.0,4.6000764513438686,22,36,381.90179055275013,0.0,False,-0.198
cell-032-012,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.851164817810059,1.145305871963501,3.0,4.893118239800659,24,84,303.3549988923009,0.0,False,-0.248
cell-032-013,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.488676071166992,1.6974799633026123,5.0,5.019794972785199,23,58,240.29430929037852,0.0,False,-0.271
cell-032-014,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,10.437271118164062,0.7849407196044922,2.0,4.8408648249842825,24,88,206.6042657608617,0.0,False,-0.21
cell-032-015,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.24633502960205,2.8354837894439697,1.0,3.5144393876910187,24,92,204.9043035292998,0.0,False,-0.094
cell-032-016,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.986513137817383,3.0559616088867188,2.0,3.8571052629841636,22,21,217.70513270361334,0.0,False,-0.11
cell-032-017,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.211663246154785,5.5450615882873535,2.0,3.3327645135079647,21,5,251.85098403193382,0.0,False,-0.16
cell-032-018,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.889457702636719,2.7277727127075195,2.0,3.9520707669806168,21,16,237.50674822544542,0.0,False,-0.117
cell-032-019,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,16.163084030151367,3.2924845218658447,1.0,3.3883596624423604,22,24,209.30941400294665,0.0,False,0.159
cell-032-020,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.353809356689453,4.031476020812988,5.0,4.311519997856404,21,12,203.67791680830558,0.0,False,-0.151
cell-032-021,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.786248207092285,1.0923622846603394,1.0,4.231277341502363,22,33,129.00249885383423,0.0,False,-0.381
cell-032-022,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,6.492459774017334,3.325462579727173,1.0,3.3798439909645377,22,24,105.51654873602092,0.0,False,-0.464
cell-032-023,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,5.247987747192383,2.9383485317230225,6.0,4.737414926914138,22,43,65.78661854776297,0.0,True,-0.544
cell-032-024,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,3.4379563331604004,0.8378122448921204,5.0,5.495808401068432,23,50,5.441256604040973,0.0,True,-0.661
cell-032-025,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,2.086081027984619,1.6590240001678467,10.0,5.643024561513385,23,75,0.0,0.0,True,-0.748
cell-033-007,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,14.742402076721191,2.8356308937072754,1.0,3.5143962088010587,22,27,152.10602627974004,0.0,False,0.067
cell-033-008,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,14.462967872619629,1.5635600090026855,1.0,3.9820151553606022,22,32,163.42008870712047,0.0,False,0.049
cell-033-009,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,14.210553169250488,1.2555763721466064,23.0,6.622656139049297,23,63,200.50449072085394,0.0,False,0.033
cell-033-010,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,13.566732406616211,1.5555528402328491,15.0,6.065213602671257,22,27,259.74557877519476,0.0,False,-0.009
cell-033-011,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.027995109558105,1.7522048950195312,15.0,5.976790713653152,23,69,329.41828151645376,0.0,False,-0.108
cell-033-012,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,16.50157356262207,10.32489013671875,1.0,2.3424720801616132,23,60,378.9171427280309,0.0,False,0.18
cell-033-013,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.125089645385742,0.5091243386268616,1.0,4.6624746532680295,21,9,330.0848090438752,17.520770671777427,False,-0.101
cell-033-014,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.514649391174316,3.3762288093566895,2.0,3.7723391602808483,24,85,306.04931520335856,0.0,False,-0.141
cell-033-015,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.460760116577148,0.8157881498336792,1.0,4.412933331658363,22,23,304.9043035292998,0.0,False,-0.144
cell-033-016,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.099336624145508,7.976897239685059,48.0,5.788076150698568,23,62,285.5424103599965,0.0,False,-0.361
cell-033-017,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,5.08671236038208,1.8104523420333862,5.0,4.9712012027474595,23,62,204.39050004262177,0.0,False,-0.555
cell-033-018,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,5.7355804443359375,4.5393548011779785,4.0,4.024152258897711,22,39,144.36168010968672,0.0,True,-0.513
cell-033-023,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,2.388028621673584,0.9055169820785522,9.0,5.959750004700809,24,98,14.008651549798108,0.0,True,-0.728
cell-033-024,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-0.14541485905647278,9.407691955566406,3.0,3.125346399865846,24,92,0.0,0.0,True,-0.892
cell-033-030,1,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-1.506100058555603,0.0,1.0,5.298317388899779,11,0,0.0,99.44109383326918,True,-0.979
cell-033-031,1,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-1.506100058555603,0.0,1.0,5.298317388899779,11,0,0.0,79.52061193322476,True,-0.979
cell-033-032,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-1.506100058555603,0.0031962008215487003,2.0,5.698219562776384,22,42,0.0,65.29158675204962,True,-0.979
cell-033-033,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-1.506100058555603,0.0,1.0,5.298317388899779,11,0,23.405025082401515,81.24223723056109,True,-0.979
cell-034-006,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,16.93571662902832,6.5506134033203125,2.0,3.179410517481951,21,8,49.928541828878224,0.0,True,0.208
cell-034-007,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.386054039001465,1.096667766571045,2.0,4.634159658991544,23,63,52.106026279740036,0.0,True,-0.278
cell-034-008,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.144007682800293,2.5601789951324463,1.0,3.5987953380270437,23,77,65.02256561602218,0.0,True,-0.1
cell-034-009,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,13.538166046142578,1.5471030473709106,1.0,3.9897519821208016,23,59,118.34216551499547,0.0,False,-0.01
cell-034-010,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,17.351303100585938,2.3797688484191895,1.0,3.6581814333753035,23,58,188.55073175570453,0.0,False,0.235
cell-034-011,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,14.131503105163574,5.513950824737549,3.0,3.6255780043371293,21,11,274.1332316028102,0.0,False,0.028
cell-034-012,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,21.44769859313965,0.6724327206611633,2.0,4.927365315986197,23,57,353.0968242373749,0.0,False,0.499
cell-034-013,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,18.399097442626953,3.3362843990325928,3.0,4.070212399037682,23,76,401.97672753018475,0.0,False,0.303
cell-034-014,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,18.075654983520508,2.988731861114502,3.0,4.1635246428116055,23,54,405.7672288915218,0.0,False,0.282
cell-034-015,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.448629379272461,0.17746247351169586,1.0,5.0284952760012205,23,58,342.66227347931425,0.0,False,-0.081
cell-034-016,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,13.96246337890625,11.942950248718262,2.0,2.605872283053848,23,75,247.4633117793331,0.0,False,0.017
cell-034-017,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.023270130157471,0.7399901747703552,33.0,7.302281245186466,23,59,153.40259964665606,0.0,False,-0.623
cell-034-018,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.8981547355651855,4.829680442810059,1.0,3.052365645221436,22,21,63.367076500499714,0.0,True,-0.374
cell-034-023,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,1.532979965209961,5.616024971008301,2.0,3.3211555588887367,24,97,0.0,0.0,True,-0.784
cell-034-024,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-1.5061379671096802,0.01668924279510975,1.0,5.269605321970182,24,94,0.0,0.0,True,-0.979
cell-034-030,1,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,1.427356481552124,5.525167465209961,1.0,2.930577778220795,23,53,0.0,22.219101938952413,True,-0.79
cell-034-031,1,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,0.7371306419372559,5.559532165527344,4.0,3.8412122264116766,22,45,0.0,20.973677644506097,True,-0.835
cell-034-032,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.223788261413574,2.8182966709136963,1.0,3.5195036026091313,23,75,0.0,0.0,True,-0.61
cell-034-033,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-0.5447983741760254,5.100198268890381,2.0,3.4087145007252673,23,50,0.0,20.318139207637458,True,-0.917
cell-035-006,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.696331977844238,13.149723052978516,3.0,2.798430552590958,21,11,0.0,0.0,True,-0.065
cell-035-007,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,8.993581771850586,0.3409860134124756,28.0,7.505504587026115,22,49,0.0,0.0,True,-0.303
cell-035-008,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,9.928102493286133,4.801209926605225,4.0,3.9739664520653877,24,82,0.0,0.0,True,-0.243
cell-035-009,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.285320281982422,2.2859208583831787,10.0,5.3952683771384145,22,22,50.856196220025026,0.0,False,-0.091
cell-035-010,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,13.731172561645508,8.64607048034668,5.0,3.6115582715150967,22,23,148.942951888829,11.978711472982171,False,0.002
cell-035-011,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,11.646890640258789,2.0776467323303223,13.0,5.712152847914384,22,21,229.0793408162115,0.0,False,-0.132
cell-035-012,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,13.7213134765625,4.879220962524414,4.0,3.9594823871343694,22,44,263.41083230980985,0.0,False,0.001
cell-035-013,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,14.063814163208008,1.8939158916473389,22.0,6.280489838607081,24,85,326.0263620744548,0.0,False,0.023
cell-035-014,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,17.791393280029297,3.029097557067871,1.0,3.459085445423071,24,82,403.98157254615,0.0,False,0.263
cell-035-015,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,15.709956169128418,3.456273078918457,6.0,4.59952011338774,24,80,326.4714655259999,0.0,False,0.129
cell-035-016,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,12.19758129119873,5.075423240661621,124.0,7.142816871162492,22,33,226.51319970171684,0.0,False,-0.097
cell-035-017,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,7.487771511077881,3.0835113525390625,3.0,4.137208655008674,23,78,126.62085718998098,0.0,False,-0.4
cell-035-018,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,4.964069366455078,6.186382293701172,1.0,2.8268819401878336,23,78,27.48026092484668,0.0,True,-0.563
cell-035-023,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-1.5046354532241821,0.7769150733947754,4.0,5.357619169312274,23,60,0.0,0.0,True,-0.979
cell-035-024,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,0.010207812301814556,7.498911380767822,50.0,5.886340416346488,21,18,0.0,0.0,True,-0.882
cell-035-028,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,-1.2232221364974976,4.242382526397705,13.0,5.1138653655489374,23,61,0.0,0.0,True,-0.961
cell-035-029,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,5.408326625823975,2.969331741333008,1.0,3.475849929749573,22,24,0.0,0.0,True,-0.534
cell-035-030,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,0.09618062525987625,5.353004455566406,1.0,2.9593970676084114,22,43,0.0,7.334394115256146,True,-0.876
cell-035-031,0,0,1.0,DFO_3629_From_20100327_to_20100331,Heavy Rain,2,3.566540479660034,1.7926712036132812,1.0,3.8800829260661485,22,32,0.0,0.0,True,-0.653
