cellId,flooded,permWater,clearPerc,eventId,dfoMainCause,dfoSeverity,elevationM,slopeDegrees,flowAccumulation,topographicWetnessIndex,landCoverClass,imperviousPct,distanceToWaterM,distanceToRoadM,femaSfha,relativeElevationZ
cell-054-028,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,19.064210891723633,2.6652474403381348,10.0,5.270509080392042,23,69,443.01790372745523,0.0,False,0.345
cell-054-029,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,22.988595962524414,2.945784330368042,1.0,3.4825324580165455,23,68,514.0050287941223,0.0,False,0.598
cell-054-030,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,25.34893226623535,0.738556444644928,2.0,4.87562570411819,23,58,590.7432846628316,0.0,False,0.75
cell-054-031,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,28.434009552001953,4.095954418182373,1.0,3.198951640410834,22,46,497.71758298962635,0.0,False,0.949
cell-054-032,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,22.620031356811523,1.8871182203292847,1.0,3.8409043948655905,22,48,408.0048485739355,0.0,False,0.574
cell-054-033,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.11678695678711,3.9862232208251953,9.0,4.8322567334631445,23,54,324.36572029523154,0.0,False,0.156
cell-054-034,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,15.231184005737305,2.181636333465576,2.0,4.133186190170913,23,65,243.96305715171115,0.0,False,0.099
cell-054-035,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,13.521551132202148,0.7364212274551392,266.0,9.365891621643826,21,3,157.54847833157103,0.0,True,-0.012
cell-054-036,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,20.737213134765625,4.16033411026001,1.0,3.1852064856993074,23,61,72.82221375589226,0.0,True,0.453
cell-054-037,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.69743537902832,1.7130533456802368,6.0,5.167105255502819,23,52,0.0,0.0,True,-0.193
cell-054-038,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,9.598363876342773,1.3107962608337402,2.0,4.513451310766779,21,11,0.0,0.0,True,-0.264
cell-054-039,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,9.6595458984375,1.014082670211792,9.0,5.888874422479845,23,50,37.48543652482237,0.0,True,-0.26
cell-054-040,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.199690818786621,0.44254717230796814,5.0,5.8245917365987445,21,6,117.05184487121957,4.648165591039601,True,-0.225
cell-054-041,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.394790649414062,0.02724965661764145,12.0,7.123656235452843,22,22,198.7384659188336,30.666835275042445,True,-0.213
cell-055-011,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,43.19086837768555,4.055138111114502,4.0,4.124054538633453,21,14,53.48622350011482,0.0,False,1.899
cell-055-012,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,35.25177764892578,17.3620662689209,3.0,2.5174689786199074,41,0,112.14601234795005,0.0,False,1.388
cell-055-013,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,31.50444793701172,8.166217803955078,2.0,2.972664343074807,41,0,112.08199097774923,0.0,False,1.147
cell-055-014,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,34.470394134521484,3.6800413131713867,1.0,3.2925586105785047,41,0,141.89650559102253,19.155720417387784,False,1.338
cell-055-015,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,25.925189971923828,5.778289318084717,1.0,2.889630729558424,41,0,57.91529660932083,13.022441871464252,False,0.787
cell-055-016,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,17.013492584228516,7.083568096160889,1.0,2.7010844063173747,41,0,0.0,0.0,False,0.213
cell-055-017,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,17.509706497192383,7.691638469696045,5.0,3.7223899812346595,22,35,11.599109229772589,0.0,False,0.245
cell-055-018,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,15.002874374389648,1.2601679563522339,10.0,5.839988760789546,24,91,103.14057229647094,0.0,False,0.084
cell-055-019,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,9.380796432495117,0.7135668396949768,1.0,4.489400959277684,23,66,96.46172160437321,0.0,False,-0.278
cell-055-020,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,9.030811309814453,4.580240726470947,2.0,3.5053252981046983,21,9,10.553616746910315,0.0,True,-0.301
cell-055-021,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,7.309135913848877,14.224678039550781,4.0,2.9431503229555642,22,31,0.0,0.0,True,-0.412
cell-055-022,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,8.66639518737793,2.8784666061401367,1.0,3.501884985171524,23,52,15.833999659824444,0.0,True,-0.324
cell-055-023,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,13.529073715209961,2.6916491985321045,1.0,3.557627894767305,23,51,78.46051404537403,0.0,False,-0.011
cell-055-024,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,17.401582717895508,2.5488362312316895,1.0,3.6024274468031683,23,50,147.61174295945418,0.0,False,0.238
cell-055-025,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,12.450567245483398,2.494225025177002,27.0,6.259158035048928,22,24,201.42470433673952,0.0,False,-0.08
cell-055-026,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,13.172595977783203,1.266588568687439,2.0,4.537208005802108,23,64,249.58951764511852,0.0,False,-0.034
cell-055-027,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,17.51515769958496,6.435240745544434,4.0,3.706710926895811,22,46,302.1446851443483,0.0,False,0.246
cell-055-028,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,19.893054962158203,0.6391940116882324,1.0,4.548955136172449,22,47,373.1323054407847,0.0,False,0.399
cell-055-029,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,23.338417053222656,2.6710550785064697,1.0,3.5639661892700634,22,29,455.1527479496666,0.0,False,0.621
cell-055-030,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,24.731800079345703,2.121954917907715,4.0,4.665938953399941,23,55,543.2313784831565,0.0,False,0.71
cell-055-031,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,24.814424514770508,7.270724773406982,5.0,3.775282593578068,23,73,545.4268514383515,0.0,False,0.716
cell-055-032,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,21.262983322143555,3.932241678237915,1.0,3.2347699948887216,23,61,465.0114130994614,0.0,False,0.487
cell-055-033,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,15.928202629089355,0.6201744675636292,221.0,9.27430206292379,21,17,379.4500715826291,0.0,False,0.143
cell-055-034,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,14.925220489501953,1.3727551698684692,1.0,4.075610733318844,23,54,295.7302045409144,0.0,False,0.079
cell-055-035,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,15.919458389282227,0.5100833177566528,34.0,7.523789682169514,23,57,211.46455147729597,0.0,True,0.143
cell-055-036,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,20.982282638549805,3.4019057750701904,6.0,4.613140024568715,23,66,128.19434867921848,0.0,True,0.469
cell-055-037,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,13.36806583404541,7.661881446838379,16.0,4.767495970541679,23,78,44.924145881140994,0.0,True,-0.021
cell-055-038,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.164134979248047,0.9567720890045166,4.0,5.23251562839249,23,59,0.0,0.0,True,-0.228
cell-055-039,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.752603530883789,0.927135169506073,2.0,4.741258224719827,22,30,0.0,0.0,True,-0.19
cell-055-040,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.375313758850098,0.28091487288475037,1.0,4.899344699189638,21,8,59.484575594629256,0.0,True,-0.214
cell-055-041,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.500360488891602,0.7399595379829407,3.0,5.162238328466677,21,6,141.4728172779583,22.257419286994264,True,-0.206
cell-056-011,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,45.306121826171875,1.0299583673477173,1.0,4.269480335878264,41,0,55.78473831457086,0.0,False,2.035
cell-056-012,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,36.567039489746094,12.449283599853516,4.0,3.0757882135462142,41,0,12.662143973147593,0.0,False,1.473
cell-056-013,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,28.209115982055664,2.9325945377349854,6.0,4.739058034119919,41,0,12.081990977749228,0.0,False,0.934
cell-056-014,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,30.64311408996582,0.7094318270683289,1.0,4.492620658304941,41,0,83.77356227476959,0.0,False,1.091
cell-056-015,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,19.885297775268555,5.5265326499938965,1.0,2.9303524692523566,41,0,51.40045189089142,0.0,False,0.398
cell-056-016,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,14.7280855178833,4.715762138366699,1.0,3.073781118696981,41,0,0.0,0.0,False,0.066
cell-056-017,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,23.4960880279541,1.696885108947754,1.0,3.921444948479,23,56,0.0,0.0,False,0.631
cell-056-018,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,26.55883026123047,3.1845171451568604,1.0,3.4167535917169394,21,3,97.41003170143813,0.0,False,0.828
cell-056-019,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.961687088012695,3.846714973449707,2.0,3.6594643198023893,22,29,151.9009752415414,0.0,False,0.21
cell-056-020,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,14.891351699829102,11.095671653747559,2.0,2.677939339123337,24,100,71.26015230125695,0.0,False,0.077
cell-056-021,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,12.737728118896484,1.5037914514541626,47.0,7.188457848296463,23,78,0.0,0.0,True,-0.062
cell-056-022,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,6.463128566741943,4.236178874969482,5.0,4.267861541576475,21,1,0.0,0.0,True,-0.466
cell-056-023,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.174999237060547,1.8276219367980957,54.0,7.1795915544242375,21,14,8.43190354885902,0.0,True,-0.227
cell-056-024,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,14.362481117248535,3.020759105682373,2.0,3.866872841750359,22,23,65.31694515274376,0.0,False,0.043
cell-056-025,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.017349243164062,1.7782834768295288,209.0,8.540148158553981,22,34,114.1290323140001,0.0,False,-0.237
cell-056-026,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,20.363420486450195,3.687448263168335,1.0,3.290813415118805,23,51,162.22810637767395,0.0,False,0.429
cell-056-027,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,14.328154563903809,0.6867116689682007,69.0,8.06584682567768,21,18,232.92544966461602,0.0,False,0.04
cell-056-028,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.63726043701172,3.1428446769714355,3.0,4.121077642733651,23,51,319.67260080282335,0.0,False,0.189
cell-056-029,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,23.38595199584961,6.330662727355957,1.0,2.8055851739892437,22,37,411.6570817000519,0.0,False,0.624
cell-056-030,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,25.17220687866211,6.842926502227783,2.0,3.1388122924656106,22,46,506.03482403120427,0.0,False,0.739
cell-056-031,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,21.705076217651367,0.10597318410873413,1.0,5.128609771769233,24,86,602.2299671643555,0.0,False,0.515
cell-056-032,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,28.51740837097168,4.47659158706665,1.0,3.1202684530183604,22,45,518.0059454909484,0.0,False,0.954
cell-056-033,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,20.26716423034668,1.2138125896453857,1.0,4.160862783391568,22,44,433.37709199677727,0.0,False,0.423
cell-056-034,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,15.470778465270996,1.0691173076629639,18.0,6.4966295981658835,22,28,350.1068891986997,0.0,False,0.114
cell-056-035,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.76117706298828,1.3830069303512573,3.0,4.763500538994571,22,32,266.83668640062217,0.0,True,0.197
cell-056-036,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,19.136600494384766,6.907313346862793,7.0,4.110909938672593,21,17,183.56648360254474,0.0,True,0.35
cell-056-037,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,21.016984939575195,2.0054845809936523,3.0,4.4870181266006774,23,71,102.65478351321576,0.0,False,0.471
cell-056-038,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,13.796960830688477,4.432923793792725,5.0,4.2276032752323935,23,56,22.474786499835258,0.0,True,0.006
cell-056-039,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.232257843017578,2.5468738079071045,2.0,4.008522257019892,23,51,0.0,0.0,True,-0.223
cell-056-040,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,9.976510047912598,0.6141705513000488,1.0,4.569817092692478,21,10,3.013686607141513,22.646353864274886,True,-0.24
cell-057-012,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,27.135540008544922,3.5518078804016113,159.0,7.705287468151267,41,0,0.0,0.0,False,0.865
cell-057-013,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,29.8736515045166,8.871034622192383,1.0,2.488445343054378,41,0,0.0,0.0,False,1.042
cell-057-014,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,25.10158348083496,4.8131890296936035,2.0,3.460903172168025,41,0,64.40218330406144,0.0,False,0.734
cell-057-015,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,20.45599365234375,4.114033222198486,2.0,3.60053794241315,41,0,55.80627320753462,1.034348637205224,False,0.435
cell-057-016,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.779342651367188,4.6896491050720215,2.0,3.484219481790241,21,1,0.0,0.0,False,0.198
cell-057-017,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,22.52529525756836,1.6176161766052246,4.0,4.873305047456872,21,1,8.527445205437791,0.0,False,0.568
cell-057-018,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,30.120725631713867,3.5489351749420166,1.0,3.323959405198149,22,30,102.73723829378841,0.0,False,1.057
cell-057-019,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,29.35266876220703,25.276456832885742,2.0,1.8280185593647813,22,39,202.26488831027754,0.0,False,1.008
cell-057-020,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,14.36758804321289,2.7600514888763428,25.0,6.101806936502521,23,72,123.31883929483607,0.0,False,0.043
cell-057-021,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,15.33610725402832,1.9404933452606201,1.0,3.819422074489997,23,58,62.28173218894398,0.0,False,0.105
cell-057-022,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,12.823648452758789,1.8119033575057983,3.0,4.565127110221001,24,93,0.0,0.0,True,-0.056
cell-057-023,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,8.82779312133789,14.637567520141602,2.0,2.403581998839847,23,67,0.0,0.0,True,-0.314
cell-057-024,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,9.602490425109863,1.4829562902450562,6.0,5.273255458610046,22,42,0.0,0.0,True,-0.264
cell-057-025,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,9.7029447555542,2.9028186798095703,25.0,6.059790547783371,21,7,26.08588172110409,0.0,True,-0.257
cell-057-026,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,22.205272674560547,8.861424446105957,2.0,2.894945503343295,21,17,96.29861674484371,0.0,False,0.548
cell-057-027,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,19.77199363708496,5.129926681518555,4.0,3.914284337932724,22,24,189.96216181097736,0.0,False,0.391
cell-057-028,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.884967803955078,1.4210408926010132,157.0,8.420533820662994,22,27,287.56792786816237,0.0,False,0.205
cell-057-029,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,23.143630981445312,9.453210830688477,2.0,2.83302841291135,23,69,386.4000561036156,0.0,False,0.608
cell-057-030,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,24.785091400146484,6.768363952636719,4.0,3.6598425590009884,21,19,485.7105038758849,0.0,False,0.714
cell-057-031,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,24.4622745513916,2.6063077449798584,26.0,6.186847924111776,23,79,585.2558276462138,0.0,False,0.693
cell-057-032,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,27.62617301940918,0.9718867540359497,2.0,4.711855617774408,24,97,572.019429718181,0.0,False,0.897
cell-057-033,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,20.408594131469727,6.929108142852783,4.0,3.637967278876648,23,66,488.7492269201034,0.0,False,0.432
cell-057-034,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.924402236938477,1.0628231763839722,11.0,6.04093874456087,23,57,405.4790241220259,0.0,False,0.208
cell-057-035,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.495790481567383,1.54855215549469,3.0,4.682215511643772,22,37,322.4583635334151,0.0,False,0.18
cell-057-036,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.952102661132812,1.7496767044067383,9.0,5.507875768655225,23,62,242.79500355125387,0.0,False,0.209
cell-057-037,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,19.21544647216797,0.6921324729919434,8.0,6.0102814617942615,23,59,161.72867682403958,0.0,False,0.355
cell-057-038,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,19.859148025512695,2.302727222442627,2.0,4.0901170213444855,23,58,79.76931472957506,0.0,False,0.397
cell-057-039,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,13.246186256408691,2.8999509811401367,2.0,3.9011332260886635,21,13,0.0,0.0,True,-0.029
cell-058-011,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,30.93377685546875,6.068069934844971,10.0,4.549429751151314,41,0,0.0,0.0,False,1.11
cell-058-012,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,32.351600646972656,10.128911972045898,4.0,3.277311371660098,41,0,0.0,0.0,False,1.201
cell-058-013,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,23.96052360534668,1.6591991186141968,1.0,3.9381979768083073,41,0,0.0,0.0,False,0.661
cell-058-014,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,28.129959106445312,5.473358631134033,2.0,3.3446302112042066,41,0,45.73907155255128,27.6778130351967,False,0.929
cell-058-015,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,27.013545989990234,8.60035228729248,1.0,2.517995696928108,41,0,120.04291635931308,20.702605474973097,False,0.857
cell-058-016,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,24.85753059387207,10.976883888244629,1.0,2.2829704466124703,41,0,92.71800762694329,0.0,False,0.718
cell-058-017,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,24.99155616760254,3.8269124031066895,2.0,3.6639693654014724,22,32,95.71213517405822,0.0,False,0.727
cell-058-018,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,35.1442756652832,6.298072814941406,3.0,3.503504433347186,23,75,148.05164981447288,0.0,False,1.381
cell-058-019,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,36.43273162841797,0.5259508490562439,1.0,4.647043139328652,22,40,231.75072764774657,0.0,False,1.464
cell-058-020,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,26.81682014465332,17.476722717285156,8.0,3.32160964344067,23,56,196.73870719497413,0.0,False,0.845
cell-058-021,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,28.856521606445312,3.0138535499572754,2.0,3.8688000402223977,22,42,131.12022841731937,0.0,False,0.976
cell-058-022,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,23.480316162109375,11.221421241760254,5.0,3.3600847732844157,22,33,73.6976762559084,0.0,False,0.63
cell-058-023,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,15.99437427520752,14.878520965576172,11.0,3.773428270797071,21,18,21.937701936358287,0.0,False,0.148
cell-058-024,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,10.088238716125488,1.651354193687439,2.0,4.347186009164185,23,69,0.0,0.0,True,-0.233
cell-058-025,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,7.160393714904785,1.7152421474456787,5.0,5.0119969985606145,21,5,0.0,0.0,True,-0.421
cell-058-026,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,12.830293655395508,5.097606658935547,7.0,4.390003200268567,22,44,83.04845109244343,0.0,False,-0.056
cell-058-027,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,23.866214752197266,5.394267559051514,2.0,3.3578804238067437,22,48,183.04845109244343,0.0,False,0.655
cell-058-028,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,21.43916130065918,4.579373836517334,2.0,3.5054943149102,21,11,283.04845109244343,0.0,False,0.498
cell-058-029,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,22.733266830444336,24.19707679748535,2.0,1.8765409993445903,22,25,383.04845109244343,0.0,False,0.582
cell-058-030,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,27.512985229492188,3.0118508338928223,3.0,4.157041803939066,24,84,483.04845109244343,0.0,False,0.89
cell-058-031,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,24.875064849853516,5.351922512054443,2.0,3.3650459059223996,22,28,583.0484510924434,0.0,False,0.72
cell-058-032,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,26.72660255432129,2.417769193649292,3.0,4.338524832938789,23,75,627.3915646415071,0.0,False,0.839
cell-058-033,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,21.067062377929688,4.350497722625732,66.0,6.657208369434357,24,84,544.1213618434297,0.0,False,0.474
cell-058-034,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,18.48413848876953,2.279942512512207,3.0,4.385763128910386,22,36,462.5016319356892,0.0,False,0.308
cell-058-035,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,16.44060707092285,1.5729342699050903,9.0,5.587072460987286,23,63,382.93522358929204,0.0,True,0.176
cell-058-036,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,18.29523468017578,1.530381441116333,2.0,4.40313994452917,23,53,300.9825671482439,0.0,False,0.296
cell-059-011,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,38.402034759521484,7.2316107749938965,1.0,2.6817252541304444,41,0,0.0,0.0,False,1.591
cell-059-012,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,36.80365753173828,3.4174232482910156,2.0,3.7619360244502915,41,0,32.717896770131695,0.0,False,1.488
cell-059-013,0,0,1.0,DFO_3625_From_20100310_to_20100324,Heavy Rain Snowmelt Dam B,1,23.197656631469727,8.057622909545898,7.0,3.9661719190286564,41,0,0.0,0.0,False,0.612
